Date,Open,High,Low,Close,Adj Close,Volume
2020-08-31,881.650024,881.650024,881.650024,881.650024,881.650024,0
2020-09-01,891.729980,891.729980,891.729980,891.729980,891.729980,0
2020-09-02,null,null,null,null,null,null
2020-09-03,903.969971,903.969971,903.969971,903.969971,903.969971,0
2020-09-04,901.539978,901.539978,901.539978,901.539978,901.539978,0
2020-09-07,null,null,null,null,null,null
2020-09-08,890.140015,890.140015,890.140015,890.140015,890.140015,0
2020-09-09,889.320007,889.320007,889.320007,889.320007,889.320007,0
2020-09-10,888.820007,888.820007,888.820007,888.820007,888.820007,0
2020-09-11,888.969971,888.969971,888.969971,888.969971,888.969971,0
2020-09-14,894.570007,894.570007,894.570007,894.570007,894.570007,0
2020-09-15,896.260010,896.260010,896.260010,896.260010,896.260010,0
2020-09-16,897.469971,897.469971,897.469971,897.469971,897.469971,0
2020-09-17,894.039978,894.039978,894.039978,894.039978,894.039978,0
2020-09-18,900.950012,900.950012,900.950012,900.950012,900.950012,0
2020-09-21,907.940002,907.940002,907.940002,907.940002,907.940002,0
2020-09-22,906.190002,906.190002,906.190002,906.190002,906.190002,0
2020-09-23,912.500000,912.500000,912.500000,912.500000,912.500000,0
2020-09-24,908.580017,908.580017,908.580017,908.580017,908.580017,0
2020-09-25,908.270020,908.270020,908.270020,908.270020,908.270020,0
2020-09-28,912.500000,912.500000,912.500000,912.500000,912.500000,0
2020-09-29,903.979980,903.979980,903.979980,903.979980,903.979980,0
2020-09-30,905.210022,905.210022,905.210022,905.210022,905.210022,0
2020-10-01,914.090027,914.090027,914.090027,914.090027,914.090027,0
2020-10-02,909.909973,909.909973,909.909973,909.909973,909.909973,0
2020-10-05,914.679993,914.679993,914.679993,914.679993,914.679993,0
2020-10-06,915.669983,915.669983,915.669983,915.669983,915.669983,0
2020-10-07,919.719971,919.719971,919.719971,919.719971,919.719971,0
2020-10-08,918.840027,918.840027,918.840027,918.840027,918.840027,0
2020-10-09,924.000000,924.000000,924.000000,924.000000,924.000000,0
2020-10-12,925.830017,925.830017,925.830017,925.830017,925.830017,0
2020-10-13,929.859985,929.859985,929.859985,929.859985,929.859985,0
2020-10-14,940.179993,940.179993,940.179993,940.179993,940.179993,0
2020-10-15,942.760010,942.760010,942.760010,942.760010,942.760010,0
2020-10-16,943.299988,943.299988,943.299988,943.299988,943.299988,0
2020-10-19,943.690002,943.690002,943.690002,943.690002,943.690002,0
2020-10-20,944.419983,944.419983,944.419983,944.419983,944.419983,0
2020-10-21,939.030029,939.030029,939.030029,939.030029,939.030029,0
2020-10-22,949.900024,949.900024,949.900024,949.900024,949.900024,0
2020-10-23,961.260010,961.260010,961.260010,961.260010,961.260010,0
2020-10-26,950.799988,950.799988,950.799988,950.799988,950.799988,0
2020-10-27,946.469971,946.469971,946.469971,946.469971,946.469971,0
2020-10-28,921.049988,921.049988,921.049988,921.049988,921.049988,0
2020-10-29,919.080017,919.080017,919.080017,919.080017,919.080017,0
2020-10-30,925.469971,925.469971,925.469971,925.469971,925.469971,0
2020-11-02,933.679993,933.679993,933.679993,933.679993,933.679993,0
2020-11-03,935.409973,935.409973,935.409973,935.409973,935.409973,0
2020-11-04,939.760010,939.760010,939.760010,939.760010,939.760010,0
2020-11-05,937.750000,937.750000,937.750000,937.750000,937.750000,0
2020-11-06,938.289978,938.289978,938.289978,938.289978,938.289978,0
2020-11-09,951.989990,951.989990,951.989990,951.989990,951.989990,0
2020-11-10,951.900024,951.900024,951.900024,951.900024,951.900024,0
2020-11-11,952.219971,952.219971,952.219971,952.219971,952.219971,0
2020-11-12,959.280029,959.280029,959.280029,959.280029,959.280029,0
2020-11-13,966.289978,966.289978,966.289978,966.289978,966.289978,0
2020-11-16,950.789978,950.789978,950.789978,950.789978,950.789978,0
2020-11-17,968.900024,968.900024,968.900024,968.900024,968.900024,0
2020-11-18,973.530029,973.530029,973.530029,973.530029,973.530029,0
2020-11-19,983.260010,983.260010,983.260010,983.260010,983.260010,0
2020-11-20,990.000000,990.000000,990.000000,990.000000,990.000000,0
2020-11-23,994.190002,994.190002,994.190002,994.190002,994.190002,0
2020-11-24,995.760010,995.760010,995.760010,995.760010,995.760010,0
2020-11-25,999.940002,999.940002,999.940002,999.940002,999.940002,0
2020-11-26,null,null,null,null,null,null
2020-11-27,1010.219971,1010.219971,1010.219971,1010.219971,1010.219971,0
2020-11-30,1003.080017,1003.080017,1003.080017,1003.080017,1003.080017,0
2020-12-01,1008.869995,1008.869995,1008.869995,1008.869995,1008.869995,0
2020-12-02,1014.320007,1014.320007,1014.320007,1014.320007,1014.320007,0
2020-12-03,1019.799988,1019.799988,1019.799988,1019.799988,1019.799988,0
2020-12-04,1021.489990,1021.489990,1021.489990,1021.489990,1021.489990,0
2020-12-07,1029.979980,1029.979980,1029.979980,1029.979980,1029.979980,0
2020-12-08,1029.260010,1029.260010,1029.260010,1029.260010,1029.260010,0
2020-12-09,1039.130005,1039.130005,1039.130005,1039.130005,1039.130005,0
2020-12-10,1030.910034,1030.910034,1030.910034,1030.910034,1030.910034,0
2020-12-11,1045.959961,1045.959961,1045.959961,1045.959961,1045.959961,0
2020-12-14,1064.089966,1064.089966,1064.089966,1064.089966,1064.089966,0
2020-12-15,1055.270020,1055.270020,1055.270020,1055.270020,1055.270020,0
2020-12-16,1066.989990,1066.989990,1066.989990,1066.989990,1066.989990,0
2020-12-17,1051.770020,1051.770020,1051.770020,1051.770020,1051.770020,0
2020-12-18,1067.459961,1067.459961,1067.459961,1067.459961,1067.459961,0
2020-12-21,1081.079956,1081.079956,1081.079956,1081.079956,1081.079956,0
2020-12-22,1083.449951,1083.449951,1083.449951,1083.449951,1083.449951,0
2020-12-23,1078.900024,1078.900024,1078.900024,1078.900024,1078.900024,0
2020-12-24,1067.520020,1067.520020,1067.520020,1067.520020,1067.520020,0
2020-12-25,null,null,null,null,null,null
2020-12-28,1091.329956,1091.329956,1091.329956,1091.329956,1091.329956,0
2020-12-29,1099.489990,1099.489990,1099.489990,1099.489990,1099.489990,0
2020-12-30,1097.540039,1097.540039,1097.540039,1097.540039,1097.540039,0
2020-12-31,1103.869995,1103.869995,1103.869995,1103.869995,1103.869995,0
2021-01-01,null,null,null,null,null,null
2021-01-04,1120.469971,1120.469971,1120.469971,1120.469971,1120.469971,0
2021-01-05,1132.550049,1132.550049,1132.550049,1132.550049,1132.550049,0
2021-01-06,1143.209961,1143.209961,1143.209961,1143.209961,1143.209961,0
2021-01-07,1156.489990,1156.489990,1156.489990,1156.489990,1156.489990,0
2021-01-08,1167.689941,1167.689941,1167.689941,1167.689941,1167.689941,0
2021-01-11,1184.890015,1184.890015,1184.890015,1184.890015,1184.890015,0
2021-01-12,1192.280029,1192.280029,1192.280029,1192.280029,1192.280029,0
2021-01-13,1186.050049,1186.050049,1186.050049,1186.050049,1186.050049,0
2021-01-14,1187.400024,1187.400024,1187.400024,1187.400024,1187.400024,0
2021-01-15,1194.199951,1194.199951,1194.199951,1194.199951,1194.199951,0
2021-01-18,null,null,null,null,null,null
2021-01-19,1131.000000,1131.000000,1131.000000,1131.000000,1131.000000,0
2021-01-20,1134.680054,1134.680054,1134.680054,1134.680054,1134.680054,0
2021-01-21,1164.209961,1164.209961,1164.209961,1164.209961,1164.209961,0
2021-01-22,1166.780029,1166.780029,1166.780029,1166.780029,1166.780029,0
2021-01-25,1166.050049,1166.050049,1166.050049,1166.050049,1166.050049,0
2021-01-26,1136.119995,1136.119995,1136.119995,1136.119995,1136.119995,0
2021-01-27,1097.170044,1097.170044,1097.170044,1097.170044,1097.170044,0
2021-01-28,1023.940002,1023.940002,1023.940002,1023.940002,1023.940002,0
2021-01-29,1056.609985,1056.609985,1056.609985,1056.609985,1056.609985,0
2021-02-01,1035.510010,1035.510010,1035.510010,1035.510010,1035.510010,0
2021-02-02,1075.530029,1075.530029,1075.530029,1075.530029,1075.530029,0
2021-02-03,1111.290039,1111.290039,1111.290039,1111.290039,1111.290039,0
2021-02-04,1112.189941,1112.189941,1112.189941,1112.189941,1112.189941,0
2021-02-05,1126.910034,1126.910034,1126.910034,1126.910034,1126.910034,0
2021-02-08,1083.180054,1083.180054,1083.180054,1083.180054,1083.180054,0
2021-02-09,1114.930054,1114.930054,1114.930054,1114.930054,1114.930054,0
2021-02-10,null,null,null,null,null,null
2021-02-11,null,null,null,null,null,null
2021-02-12,null,null,null,null,null,null
2021-02-15,null,null,null,null,null,null
2021-02-16,null,null,null,null,null,null
2021-02-17,1155.780029,1155.780029,1155.780029,1155.780029,1155.780029,0
2021-02-18,1174.380005,1174.380005,1174.380005,1174.380005,1174.380005,0
2021-02-19,1173.500000,1173.500000,1173.500000,1173.500000,1173.500000,0
2021-02-22,1175.040039,1175.040039,1175.040039,1175.040039,1175.040039,0
2021-02-23,1177.640015,1177.640015,1177.640015,1177.640015,1177.640015,0
2021-02-24,1162.010010,1162.010010,1162.010010,1162.010010,1162.010010,0
2021-02-25,1165.430054,1165.430054,1165.430054,1165.430054,1165.430054,0
2021-02-26,1168.469971,1168.469971,1168.469971,1168.469971,1168.469971,0
2021-03-01,1186.170044,1186.170044,1186.170044,1186.170044,1186.170044,0
2021-03-02,1186.609985,1186.609985,1186.609985,1186.609985,1186.609985,0
2021-03-03,1186.949951,1186.949951,1186.949951,1186.949951,1186.949951,0
2021-03-04,1168.520020,1168.520020,1168.520020,1168.520020,1168.520020,0
2021-03-05,1168.689941,1168.689941,1168.689941,1168.689941,1168.689941,0
2021-03-08,1168.270020,1168.270020,1168.270020,1168.270020,1168.270020,0
2021-03-09,1161.969971,1161.969971,1161.969971,1161.969971,1161.969971,0
2021-03-10,1170.079956,1170.079956,1170.079956,1170.079956,1170.079956,0
2021-03-11,1181.729980,1181.729980,1181.729980,1181.729980,1181.729980,0
2021-03-12,1181.560059,1181.560059,1181.560059,1181.560059,1181.560059,0
2021-03-15,null,null,null,null,null,null
2021-03-16,1179.900024,1179.900024,1179.900024,1179.900024,1179.900024,0
2021-03-17,1186.089966,1186.089966,1186.089966,1186.089966,1186.089966,0
2021-03-18,1200.939941,1200.939941,1200.939941,1200.939941,1200.939941,0
2021-03-19,1194.050049,1194.050049,1194.050049,1194.050049,1194.050049,0
2021-03-22,1194.430054,1194.430054,1194.430054,1194.430054,1194.430054,0
2021-03-23,1183.449951,1183.449951,1183.449951,1183.449951,1183.449951,0
2021-03-24,1161.810059,1161.810059,1161.810059,1161.810059,1161.810059,0
2021-03-25,1163.099976,1163.099976,1163.099976,1163.099976,1163.099976,0
2021-03-26,1162.209961,1162.209961,1162.209961,1162.209961,1162.209961,0
2021-03-29,1175.680054,1175.680054,1175.680054,1175.680054,1175.680054,0
2021-03-30,1186.359985,1186.359985,1186.359985,1186.359985,1186.359985,0
2021-03-31,1191.439941,1191.439941,1191.439941,1191.439941,1191.439941,0
2021-04-01,null,null,null,null,null,null
2021-04-02,null,null,null,null,null,null
2021-04-05,1236.050049,1236.050049,1236.050049,1236.050049,1236.050049,0
2021-04-06,1239.959961,1239.959961,1239.959961,1239.959961,1239.959961,0
2021-04-07,1242.380005,1242.380005,1242.380005,1242.380005,1242.380005,0
2021-04-08,1234.890015,1234.890015,1234.890015,1234.890015,1234.890015,0
2021-04-09,1231.660034,1231.660034,1231.660034,1231.660034,1231.660034,0
2021-04-12,1252.449951,1252.449951,1252.449951,1252.449951,1252.449951,0
2021-04-13,1248.329956,1248.329956,1248.329956,1248.329956,1248.329956,0
2021-04-14,1255.869995,1255.869995,1255.869995,1255.869995,1255.869995,0
2021-04-15,1247.250000,1247.250000,1247.250000,1247.250000,1247.250000,0
2021-04-16,1238.709961,1238.709961,1238.709961,1238.709961,1238.709961,0
2021-04-19,1260.579956,1260.579956,1260.579956,1260.579956,1260.579956,0
2021-04-20,1268.280029,1268.280029,1268.280029,1268.280029,1268.280029,0
2021-04-21,null,null,null,null,null,null
2021-04-22,1227.819946,1227.819946,1227.819946,1227.819946,1227.819946,0
2021-04-23,1248.530029,1248.530029,1248.530029,1248.530029,1248.530029,0
2021-04-26,1215.770020,1215.770020,1215.770020,1215.770020,1215.770020,0
2021-04-27,1219.750000,1219.750000,1219.750000,1219.750000,1219.750000,0
2021-04-28,1229.550049,1229.550049,1229.550049,1229.550049,1229.550049,0
2021-04-29,1239.390015,1239.390015,1239.390015,1239.390015,1239.390015,0
2021-04-30,null,null,null,null,null,null
2021-05-03,null,null,null,null,null,null
2021-05-04,1242.199951,1242.199951,1242.199951,1242.199951,1242.199951,0
2021-05-05,1256.430054,1256.430054,1256.430054,1256.430054,1256.430054,0
2021-05-06,1250.569946,1250.569946,1250.569946,1250.569946,1250.569946,0
2021-05-07,1241.810059,1241.810059,1241.810059,1241.810059,1241.810059,0
2021-05-10,1259.579956,1259.579956,1259.579956,1259.579956,1259.579956,0
2021-05-11,1256.040039,1256.040039,1256.040039,1256.040039,1256.040039,0
2021-05-12,1269.089966,1269.089966,1269.089966,1269.089966,1269.089966,0
2021-05-13,1261.989990,1261.989990,1261.989990,1261.989990,1261.989990,0
2021-05-14,1266.359985,1266.359985,1266.359985,1266.359985,1266.359985,0
2021-05-17,1258.699951,1258.699951,1258.699951,1258.699951,1258.699951,0
2021-05-18,1252.680054,1252.680054,1252.680054,1252.680054,1252.680054,0
2021-05-19,1262.489990,1262.489990,1262.489990,1262.489990,1262.489990,0
2021-05-20,1278.219971,1278.219971,1278.219971,1278.219971,1278.219971,0
2021-05-21,1283.930054,1283.930054,1283.930054,1283.930054,1283.930054,0
2021-05-24,1297.979980,1297.979980,1297.979980,1297.979980,1297.979980,0
2021-05-25,1308.579956,1308.579956,1308.579956,1308.579956,1308.579956,0
2021-05-26,1316.699951,1316.699951,1316.699951,1316.699951,1316.699951,0
2021-05-27,1303.569946,1303.569946,1303.569946,1303.569946,1303.569946,0
2021-05-28,1320.459961,1320.459961,1320.459961,1320.459961,1320.459961,0
2021-05-31,null,null,null,null,null,null
2021-06-01,1337.780029,1337.780029,1337.780029,1337.780029,1337.780029,0
2021-06-02,1340.780029,1340.780029,1340.780029,1340.780029,1340.780029,0
2021-06-03,1364.280029,1364.280029,1364.280029,1364.280029,1364.280029,0
2021-06-04,1374.050049,1374.050049,1374.050049,1374.050049,1374.050049,0
2021-06-07,1358.780029,1358.780029,1358.780029,1358.780029,1358.780029,0
2021-06-08,1319.880005,1319.880005,1319.880005,1319.880005,1319.880005,0
2021-06-09,1332.900024,1332.900024,1332.900024,1332.900024,1332.900024,0
2021-06-10,1323.579956,1323.579956,1323.579956,1323.579956,1323.579956,0
2021-06-11,1351.739990,1351.739990,1351.739990,1351.739990,1351.739990,0
2021-06-14,1361.719971,1361.719971,1361.719971,1361.719971,1361.719971,0
2021-06-15,1367.359985,1367.359985,1367.359985,1367.359985,1367.359985,0
2021-06-16,1356.520020,1356.520020,1356.520020,1356.520020,1356.520020,0
2021-06-17,1359.920044,1359.920044,1359.920044,1359.920044,1359.920044,0
2021-06-18,1377.770020,1377.770020,1377.770020,1377.770020,1377.770020,0
2021-06-21,1372.630005,1372.630005,1372.630005,1372.630005,1372.630005,0
2021-06-22,1379.969971,1379.969971,1379.969971,1379.969971,1379.969971,0
2021-06-23,1376.869995,1376.869995,1376.869995,1376.869995,1376.869995,0
2021-06-24,1379.719971,1379.719971,1379.719971,1379.719971,1379.719971,0
2021-06-25,1390.119995,1390.119995,1390.119995,1390.119995,1390.119995,0
2021-06-28,1405.810059,1405.810059,1405.810059,1405.810059,1405.810059,0
2021-06-29,1410.040039,1410.040039,1410.040039,1410.040039,1410.040039,0
2021-06-30,1408.550049,1408.550049,1408.550049,1408.550049,1408.550049,0
2021-07-01,1417.079956,1417.079956,1417.079956,1417.079956,1417.079956,0
2021-07-02,1420.270020,1420.270020,1420.270020,1420.270020,1420.270020,0
2021-07-05,null,null,null,null,null,null
2021-07-06,1354.790039,1354.790039,1354.790039,1354.790039,1354.790039,0
2021-07-07,1388.550049,1388.550049,1388.550049,1388.550049,1388.550049,0
2021-07-08,1374.680054,1374.680054,1374.680054,1374.680054,1374.680054,0
2021-07-09,1347.140015,1347.140015,1347.140015,1347.140015,1347.140015,0
2021-07-12,1296.300049,1296.300049,1296.300049,1296.300049,1296.300049,0
2021-07-13,1297.540039,1297.540039,1297.540039,1297.540039,1297.540039,0
2021-07-14,1279.910034,1279.910034,1279.910034,1279.910034,1279.910034,0
2021-07-15,1293.920044,1293.920044,1293.920044,1293.920044,1293.920044,0
2021-07-16,1299.310059,1299.310059,1299.310059,1299.310059,1299.310059,0
2021-07-19,1243.510010,1243.510010,1243.510010,1243.510010,1243.510010,0
2021-07-20,1273.290039,1273.290039,1273.290039,1273.290039,1273.290039,0
2021-07-21,1270.790039,1270.790039,1270.790039,1270.790039,1270.790039,0
2021-07-22,1293.670044,1293.670044,1293.670044,1293.670044,1293.670044,0
2021-07-23,1268.829956,1268.829956,1268.829956,1268.829956,1268.829956,0
2021-07-26,1272.709961,1272.709961,1272.709961,1272.709961,1272.709961,0
2021-07-27,1276.930054,1276.930054,1276.930054,1276.930054,1276.930054,0
2021-07-28,1277.069946,1277.069946,1277.069946,1277.069946,1277.069946,0
2021-07-29,1293.599976,1293.599976,1293.599976,1293.599976,1293.599976,0
2021-07-30,1310.050049,1310.050049,1310.050049,1310.050049,1310.050049,0
2021-08-02,1314.219971,1314.219971,1314.219971,1314.219971,1314.219971,0
2021-08-03,1332.439941,1332.439941,1332.439941,1332.439941,1332.439941,0
2021-08-04,1334.739990,1334.739990,1334.739990,1334.739990,1334.739990,0
2021-08-05,1345.550049,1345.550049,1345.550049,1345.550049,1345.550049,0
2021-08-06,1341.449951,1341.449951,1341.449951,1341.449951,1341.449951,0
2021-08-09,1359.859985,1359.859985,1359.859985,1359.859985,1359.859985,0
2021-08-10,1362.430054,1362.430054,1362.430054,1362.430054,1362.430054,0
2021-08-11,1357.790039,1357.790039,1357.790039,1357.790039,1357.790039,0
2021-08-12,1353.050049,1353.050049,1353.050049,1353.050049,1353.050049,0
2021-08-13,null,null,null,null,null,null
2021-08-16,1370.959961,1370.959961,1370.959961,1370.959961,1370.959961,0
2021-08-17,1363.089966,1363.089966,1363.089966,1363.089966,1363.089966,0
2021-08-18,1360.939941,1360.939941,1360.939941,1360.939941,1360.939941,0
2021-08-19,1374.849976,1374.849976,1374.849976,1374.849976,1374.849976,0
2021-08-20,1329.430054,1329.430054,1329.430054,1329.430054,1329.430054,0
